uid,spotify_id,name,artist,year,decade,popularity,energy,valence,danceability,acousticness,instrumentalness,speechiness,mds_x,mds_y,energy_band,contrast
3X9JRWs6qpAcR7rNldK3S0,3X9JRWs6qpAcR7rNldK3S0,Cette Chanson Est Pour Vous Madame,Jean Sablon,1935,1930,0.0,0.132,0.476,0.528,0.988,0.000456,0.0532,-0.5023018101858585,0.3987827419253734,low,other
3gWhV34vWEBwguH0RP2w7j,3gWhV34vWEBwguH0RP2w7j,comfort ye my people,"n/a, Händel, Georg Friedrich (DP), In Motion",1935,1930,0.0,0.332,0.26,0.376,0.758,0.0482,0.0296,-0.3152038457930895,0.1327047971703574,middle,other
3qpf3OgA9z1gOvKQFSFPcA,3qpf3OgA9z1gOvKQFSFPcA,Часть 42.4 & Часть 43.1 - Зеленые холмы Африки,Эрнест Хемингуэй,1935,1930,0.0,0.135,0.634,0.7190000000000001,0.166,0.0,0.936,0.193477115482713,0.3044726838508684,low,other
71RfcVACN01ZDANIgkU2tt,71RfcVACN01ZDANIgkU2tt,Soja Soja Soja Ri,"Gauhar Sultana, Vasanti",1939,1930,0.0,0.0913,0.17,0.417,0.994,0.86,0.109,-0.9181391792689076,-0.39559630576183974,low,other
2Dz52r8jzjl7ruLggMrlr8,2Dz52r8jzjl7ruLggMrlr8,Suite (From Dr. Ehrlich's Magic Bullet) (1940),Max Steiner,1940,1940,0.0,0.34600000000000003,0.039,0.14400000000000002,0.722,0.945,0.0309,-0.6861118791363529,-0.7318150525957865,middle,other
7dWxDukv01frgyOoZggahu,7dWxDukv01frgyOoZggahu,"Allegretto in C Minor, D. 915","Franz Schubert, Claudio Arrau",1941,1940,0.0,0.015,0.114,0.45,0.995,0.915,0.103,-0.9837382553025203,-0.43013273064481344,low,other
7xwsSlD11YMsGR8gCEEf6u,7xwsSlD11YMsGR8gCEEf6u,Kabhi Yaad Ansoo Ban Ke,"Khursheed Bano, Vasanti, Aroon",1941,1940,0.0,0.0771,0.807,0.597,0.994,0.815,0.435,-0.7438140728337085,-0.10063476069490934,low,calm_positive
3rJQ6ZptQzQiDxCCIIuG4K,3rJQ6ZptQzQiDxCCIIuG4K,Tolon Tolon,Natalino Otto,1942,1940,0.0,0.14300000000000002,0.863,0.49,0.989,0.897,0.0869,-0.7468554192435892,-0.2397787589235216,low,calm_positive
3sLBK2ac5HVQdJcPEYUC61,3sLBK2ac5HVQdJcPEYUC61,"Violin Concerto in D Major, Op. 35: III. Finale. Allegro vivacissimo","Pyotr Ilyich Tchaikovsky, Isaac Stern, Alexander Hilsberg, Philadelphia Orchestra",1947,1940,0.0,0.161,0.284,0.318,0.955,0.754,0.0453,-0.8069935643696344,-0.3391028760836785,low,other
0cMBObLOUv4FYWbhNNR4sC,0cMBObLOUv4FYWbhNNR4sC,"Verdi : Il trovatore : Part 3 - Il figlio della Zingara ""Or co' dadi... Squilli, echeggi la tromba guerriera"" [Chorus, Ferrando]","Giuseppe Verdi, Fernando Previtali, Orchestra Sinfonica di Roma della RAI",1951,1950,0.0,0.267,0.297,0.499,0.974,0.000188,0.0635,-0.46663121684311953,0.3070893865823912,middle,other
0nY9Jp2l9U3MFbWMHx4QLv,0nY9Jp2l9U3MFbWMHx4QLv,"Principessa, Boleslao può cominciar","Umberto Giordano, Mario Rossi, Orchestra Lirica e Coro di Milano della RAI",1951,1950,0.0,0.0734,0.125,0.436,0.982,1.65e-05,0.0816,-0.6126759008858819,0.2997626169583039,low,other
0hl9m8ELW5sbv2grzTZkHa,0hl9m8ELW5sbv2grzTZkHa,Serbia: Kapetan Cizmic (Folksong),Unspecified,1952,1950,0.0,0.363,0.931,0.5589999999999999,0.866,0.000297,0.0708,-0.19632374560591787,0.43046435586522014,middle,other
0K0nEdQkPY3Nbebf1BqkBW,0K0nEdQkPY3Nbebf1BqkBW,"Symphony No. 40 in G Minor, K. 550: I. Molto Allegro - 1999 Remsatered","Wolfgang Amadeus Mozart, Arturo Toscanini",1953,1950,1.0,0.236,0.234,0.287,0.977,0.906,0.0386,-0.8567904406487,-0.495998707797903,low,other
55Xwe66WVl48N9mDHF5nba,55Xwe66WVl48N9mDHF5nba,Time On My Hands,Paul Bley,1954,1950,6.0,0.361,0.6579999999999999,0.494,0.954,0.867,0.0417,-0.645502269580997,-0.3419127596074499,middle,other
6ywAQI2UrGwgv2e3tiqwun,6ywAQI2UrGwgv2e3tiqwun,Rosa,"Percy Faith, Mitch Miller",1954,1950,5.0,0.307,0.525,0.245,0.8190000000000001,0.902,0.0396,-0.6462088661880162,-0.4971868131659115,middle,other
1D0CsLho4fqtHEGFohK23Z,1D0CsLho4fqtHEGFohK23Z,Locomotive - RVG Remaster,Thelonious Monk,1954,1950,5.0,0.453,0.53,0.711,0.6779999999999999,0.0498,0.0363,-0.09211516292167679,0.22141334848564595,middle,other
3QyWZeMChJkELwkafCS5lZ,3QyWZeMChJkELwkafCS5lZ,Little Girl,Jackie Gleason,1954,1950,3.0,0.273,0.0961,0.218,0.968,0.91,0.0345,-0.8719693772946022,-0.5648354021286108,middle,other
65aaGE6akRpBXo5vRgcHU0,65aaGE6akRpBXo5vRgcHU0,September In The Rain,"Bing Crosby, Buddy Bregman",1956,1950,12.0,0.166,0.6559999999999999,0.555,0.5379999999999999,0.0,0.0337,-0.10562529121894085,0.2823491594448169,low,other
3ICydrdOzvHLD5cA9WiSCU,3ICydrdOzvHLD5cA9WiSCU,Wait Till You See Her - Remastered,Frank Sinatra,1957,1950,17.0,0.142,0.203,0.29600000000000004,0.919,0.0017,0.0373,-0.5361239147857718,0.2431159549151971,low,other
0rEvpbvxvDd7RNTW4yBm34,0rEvpbvxvDd7RNTW4yBm34,Deva Deva Davalachala,Ghantasala,1958,1950,14.0,0.333,0.6609999999999999,0.59,0.944,1.92e-05,0.0713,-0.3220682425349175,0.3999047966996671,middle,other
5Q5UL0mA0oDVDgfB972mLc,5Q5UL0mA0oDVDgfB972mLc,Hurry Up,Ritchie Valens,1959,1950,16.0,0.7490000000000001,0.862,0.573,0.758,9.94e-06,0.032,0.06205120071782035,0.27614631688149144,high,other
3MZO2IzNgC6XlaGAnKjAwr,3MZO2IzNgC6XlaGAnKjAwr,Sleeping Beauty,Disney Studio Chorus,1959,1950,16.0,0.155,0.16899999999999998,0.163,0.979,0.18600000000000005,0.0358,-0.6676545771645525,0.070848700697383,low,other
3owbtkcgCpq9MdtbhWz6qi,3owbtkcgCpq9MdtbhWz6qi,Muse Rapture,Philly Joe Jones,1960,1960,18.0,0.338,0.73,0.565,0.6,0.0497,0.0445,-0.06839236162013958,0.24472498085319275,middle,other
5GZ9HoGgWeXJQ6F55VkATl,5GZ9HoGgWeXJQ6F55VkATl,Island Girl,Eden Ahbez,1960,1960,17.0,0.2,0.343,0.445,0.8690000000000001,0.00124,0.0389,-0.4194074658684377,0.2825608693799105,low,other
5tEGRrYw5YnHuduUNgHmxu,5tEGRrYw5YnHuduUNgHmxu,You Won't Have to Cry,The Byrds,1965,1960,25.0,0.647,0.8170000000000001,0.596,0.11,0.0,0.0312,0.4929492423923505,0.06301772346082765,middle,other
5EyZS1mz26fvcmHHXQDy6I,5EyZS1mz26fvcmHHXQDy6I,La Cabeza del Lechon,"El Gran Combo De Puerto Rico, Gilberto Santa Rosa",1965,1960,21.0,0.8440000000000001,0.967,0.632,0.81,2.2e-05,0.0535,0.10048890872541089,0.31550822631564235,high,other
7LehAvMS14FjPqKmlfbo1B,7LehAvMS14FjPqKmlfbo1B,Cheesecake,Louis Armstrong,1966,1960,26.0,0.561,0.775,0.7609999999999999,0.499,0.0,0.192,0.17515779060121844,0.26926440345266195,middle,other
3ps7CQq1zNxAvbXMgHfypY,3ps7CQq1zNxAvbXMgHfypY,Around The World - Remastered,Nat King Cole,1966,1960,24.0,0.385,0.227,0.218,0.893,1.53e-05,0.0307,-0.40218938113796443,0.16338772617073152,middle,other
2a7C7IcqJeNp2d361QjuN4,2a7C7IcqJeNp2d361QjuN4,Get On Up,The Esquires,1967,1960,24.0,0.472,0.963,0.7040000000000001,0.596,0.0,0.0315,0.08696146618532637,0.34328317130639396,middle,other
25Zvna5RVdQMQLUlXrSUcT,25Zvna5RVdQMQLUlXrSUcT,Two for the Road,Henry Mancini,1967,1960,31.0,0.248,0.128,0.3720000000000001,0.977,0.00103,0.0307,-0.5324784844832711,0.23394154199434172,low,other
6saTHS2XY1hdNiHRLtB32j,6saTHS2XY1hdNiHRLtB32j,I Wish It Would Rain,Gladys Knight & The Pips,1968,1960,28.0,0.324,0.552,0.612,0.406,0.00035,0.08199999999999999,0.05842262566694958,0.18670287676619013,middle,other
09MFXxQGUvMk1yuwu35oC7,09MFXxQGUvMk1yuwu35oC7,Mockingbird,"Peter, Paul and Mary",1969,1960,29.0,0.182,0.408,0.78,0.904,0.0,0.0623,-0.3930883948556149,0.395739668055919,low,other
5DKCrbivQkzlCifKgGi2Ox,5DKCrbivQkzlCifKgGi2Ox,Tamalpais High (At About 3),David Crosby,1971,1970,34.0,0.259,0.41,0.475,0.481,0.0109,0.0325,-0.08381267529364483,0.14555977462927278,middle,other
0Mem183C3GkriwI6xngQuK,0Mem183C3GkriwI6xngQuK,Thank You For Your Love,The Dramatics,1971,1970,28.0,0.5670000000000001,0.716,0.436,0.494,5.93e-05,0.0553,0.1214177596403615,0.15993543290520484,middle,other
1SGTEdUECjytlDGrB6W5nm,1SGTEdUECjytlDGrB6W5nm,Fencewalk,Mandrill,1972,1970,37.0,0.568,0.963,0.5770000000000001,0.168,0.0616,0.0536,0.41641492716641143,0.09077258989821745,middle,other
66lhv3HVsgYVJcvOIiOIyC,66lhv3HVsgYVJcvOIiOIyC,It's Up to You,John Denver,1974,1970,30.0,0.368,0.768,0.54,0.884,3.4e-06,0.0274,-0.24499211181155062,0.38197518727415714,middle,other
27MN81oANimeLuRnJIpgcg,27MN81oANimeLuRnJIpgcg,Planté Bandera,"Tommy Olivencia y Su Orquesta, Chamaco Ramírez",1975,1970,32.0,0.6920000000000001,0.961,0.595,0.685,5.83e-06,0.0485,0.11305383796109977,0.29800198450000115,middle,other
3xLzD9fxfgzItKBPgxvHb7,3xLzD9fxfgzItKBPgxvHb7,Lady,Supertramp,1975,1970,43.0,0.72,0.685,0.647,0.424,0.000447,0.0333,0.2720322761175353,0.13257384118759621,high,other
7IkEC7xL7C1RIoqOsOlkZb,7IkEC7xL7C1RIoqOsOlkZb,God Save The Queen,Queen,1975,1970,27.0,0.271,0.16,0.171,0.795,0.764,0.0359,-0.6829033794793881,-0.49910342358755266,middle,other
123Knw8YTwtauhn4fcbH6L,123Knw8YTwtauhn4fcbH6L,Song Within A Song,Camel,1976,1970,42.0,0.5579999999999999,0.121,0.227,0.293,0.79,0.0311,-0.17371307203715072,-0.7692613626070857,middle,other
2Xu7MPDIsDobH3czJMAhZM,2Xu7MPDIsDobH3czJMAhZM,Mouse Robot and Blasting Off,"John Williams, London Symphony Orchestra",1977,1970,32.0,0.156,0.0566,0.156,0.747,0.463,0.038,-0.6178888899139372,-0.27147177677218826,low,other
0mONC9WyQSPG869cO2zfIL,0mONC9WyQSPG869cO2zfIL,Rainbows,Dennis Wilson,1977,1970,32.0,0.561,0.29100000000000004,0.505,0.202,0.0,0.0281,0.25799133795793555,-0.045787898244227326,middle,other
4OT7Ndu29Z7JfhwRS2iCJX,4OT7Ndu29Z7JfhwRS2iCJX,The Book I Read,Talking Heads,1977,1970,27.0,0.422,0.795,0.619,0.0702,1.39e-05,0.037000000000000005,0.410680210139079,0.10437539230906878,middle,other
02vXjp2iu7SbGfhf231dS9,02vXjp2iu7SbGfhf231dS9,Thela Hun Ginjeet,King Crimson,1981,1980,35.0,0.87,0.655,0.579,0.087,0.0554,0.0571,0.5640710550634972,-0.09011015165511947,high,other
5xVlhz9IXFsj64d0JzwGe1,5xVlhz9IXFsj64d0JzwGe1,Garlands,Cocteau Twins,1982,1980,34.0,0.939,0.193,0.487,0.311,0.443,0.0877,0.17927637027500826,-0.48722238543584934,high,energetic_somber
4d0DpU7Odiv0ztvX2GxJlk,4d0DpU7Odiv0ztvX2GxJlk,Exagerado,Cazuza,1985,1980,56.0,0.6629999999999999,0.8220000000000001,0.6779999999999999,0.0874,0.0161,0.0307,0.5245274070926111,0.05731895741877707,middle,other
0O26xhtmlMyLrQjYVaFeHP,0O26xhtmlMyLrQjYVaFeHP,Coconut Champagne - Live,Maynard Ferguson,1985,1980,29.0,0.726,0.794,0.551,0.003820000000000001,0.076,0.0881,0.5740122544009231,-0.06574887889381333,high,other
6JrbcoCC9Zotanq4Or4nST,6JrbcoCC9Zotanq4Or4nST,Who Said I Would - 2016 Remaster,Phil Collins,1985,1980,36.0,0.9,0.491,0.688,0.16399999999999998,0.00988,0.049,0.5181597930623505,-0.05376259435193859,high,other
2optK7AVGw8g1TulyowqhQ,2optK7AVGw8g1TulyowqhQ,"Be All, End All",Anthrax,1988,1980,40.0,0.86,0.3,0.383,1.76e-05,0.000302,0.0601,0.5425481565980479,-0.21265952959318726,high,other
2lxfnTyWxW381PXDm9Mg77,2lxfnTyWxW381PXDm9Mg77,Impulsive,Wilson Phillips,1990,1990,39.0,0.76,0.71,0.657,0.171,0.00551,0.0298,0.4868067352650404,0.03678212315951692,high,other
5PwaPGDCqwyWqoh7PjQooK,5PwaPGDCqwyWqoh7PjQooK,"Ma mère l'oye, M. 60 (Version for Piano Duo): III. Laideronnette, imperatrice des pagodes","Maurice Ravel, Louis Lortie, Hélène Mercier",1990,1990,39.0,0.0119,0.108,0.331,0.983,0.956,0.0372,-1.0102732779345207,-0.5039722720719403,low,other
3dopATahEqGdQMC7W7J1L2,3dopATahEqGdQMC7W7J1L2,It's Love,King's X,1990,1990,37.0,0.769,0.5379999999999999,0.484,0.0164,1.52e-06,0.0388,0.5492817359386465,-0.09996120384495102,high,other
4Skjk0bel9gVG0jLVuKpJQ,4Skjk0bel9gVG0jLVuKpJQ,Rock This Town,Stray Cats,1990,1990,33.0,0.91,0.691,0.279,0.032,1.18e-06,0.0544,0.6107313527407079,-0.1315414636670758,high,other
7mH7zpdy4FFmdL37izElST,7mH7zpdy4FFmdL37izElST,Ballroom Blitz,Tia Carrere,1992,1990,40.0,0.948,0.8079999999999999,0.6920000000000001,0.0122,0.0393,0.0454,0.7124284063103262,-0.05783081019555342,high,other
5NyFFIp7NRmqF0wmuJLxqZ,5NyFFIp7NRmqF0wmuJLxqZ,Supa Scoopa and Mighty Scoop,Kyuss,1994,1990,47.0,0.679,0.406,0.263,0.202,0.7759999999999999,0.0498,0.02474918842886838,-0.732652228369771,middle,other
0zkoZ4af2wJVnxDrUKcjAB,0zkoZ4af2wJVnxDrUKcjAB,Near You Always,Jewel,1995,1990,41.0,0.182,0.366,0.301,0.913,0.0,0.0386,-0.47629480017507725,0.2778365717608792,low,other
3rGlvhGguVckWnkFiaslsB,3rGlvhGguVckWnkFiaslsB,I Won’t Complain,Rev. Paul Jones,1996,1990,39.0,0.457,0.232,0.17,0.1,0.0,0.0446,0.2243599206059564,-0.1449025506375433,middle,other
4NLWlxYCPrw2PhfJvfxRWI,4NLWlxYCPrw2PhfJvfxRWI,Mandinga,Ruben Gonzalez,1997,1990,52.0,0.473,0.708,0.584,0.693,0.659,0.037000000000000005,-0.29533289794554435,-0.25885696429649613,middle,other
4cMbAP64BETo4dBW8GUwYD,4cMbAP64BETo4dBW8GUwYD,Gotta Go,Agnostic Front,1998,1990,52.0,0.947,0.234,0.218,0.00117,0.0,0.135,0.5490055515029769,-0.2784363478576899,high,energetic_somber
7LzTw8OiYmhtInORp4LOMi,7LzTw8OiYmhtInORp4LOMi,Beautiful Dreamer,Fred Mollin,2000,2000,43.0,0.13,0.311,0.33,0.976,0.919,0.0329,-0.8909011371286075,-0.4511603243130191,low,other
0IKGay6QHzB1A0P00h60Gg,0IKGay6QHzB1A0P00h60Gg,New,No Doubt,2000,2000,41.0,0.7979999999999999,0.261,0.51,0.126,0.0,0.0384,0.4265614997816395,-0.13718707445816747,high,energetic_somber
1kDWRREI28eCvDpJvSRd9b,1kDWRREI28eCvDpJvSRd9b,All the Love in the World,The Corrs,2000,2000,57.0,0.695,0.309,0.461,0.195,1.04e-06,0.0293,0.3269409114257108,-0.08620540551539117,middle,other
44LFap7VrB4356vfbQOZHg,44LFap7VrB4356vfbQOZHg,Set It Off,Juvenile,2001,2000,43.0,0.595,0.746,0.695,0.18,1.2e-05,0.194,0.4165449475906452,0.12473810965989854,middle,other
3NHfaIO3ELy1nm9tpMwzp9,3NHfaIO3ELy1nm9tpMwzp9,Summertime,DJ Jazzy Jeff & The Fresh Prince,2002,2000,47.0,0.735,0.441,0.6679999999999999,0.0138,0.0,0.0615,0.5403079356199082,-0.07478918877506853,high,other
6ef95vgK7yUu6Bg61m2BsJ,6ef95vgK7yUu6Bg61m2BsJ,El Bato Gacho,Las Jilguerillas,2003,2000,45.0,0.468,0.8859999999999999,0.5720000000000001,0.43,1.95e-05,0.0398,0.1752980129203929,0.23587491479503553,middle,other
2fnbCZHLXyrSdWhaRlBwQP,2fnbCZHLXyrSdWhaRlBwQP,The Light That Blinds,Shadows Fall,2004,2000,47.0,0.938,0.502,0.4270000000000001,4.8e-05,0.00133,0.0706,0.6294124757234616,-0.16700529818252913,high,other
3aByRUC2BVL6Fs1zI723sd,3aByRUC2BVL6Fs1zI723sd,Human After All,Daft Punk,2005,2000,46.0,0.725,0.802,0.608,0.00139,0.0546,0.342,0.5973563696743593,-0.0011104583288187647,high,other
7xJqaCgeteqWPogqjjxkBl,7xJqaCgeteqWPogqjjxkBl,American Saturday Night,Brad Paisley,2009,2000,49.0,0.938,0.733,0.487,0.0721,2.63e-05,0.0533,0.6323425181063339,-0.06663321091158626,high,other
0YMSaZ3DPE898PQ28VgRav,0YMSaZ3DPE898PQ28VgRav,Flex,The Party Boyz,2009,2000,46.0,0.503,0.595,0.821,0.0741,0.0,0.134,0.4357187659809355,0.0891956506493258,middle,other
1gNYgcUv09qq8sXcCiRmFj,1gNYgcUv09qq8sXcCiRmFj,All I Want For Christmas Is You,Mariah Carey,2010,2010,58.0,0.9,0.395,0.542,0.0738,0.0,0.0546,0.5490447212182589,-0.13558378829900006,high,other
5TgD3Wh5ZUZnUU4tmVvJbx,5TgD3Wh5ZUZnUU4tmVvJbx,It's Raining Men,The Weather Girls,2010,2010,63.0,0.898,0.657,0.705,0.207,0.00118,0.0702,0.5256436097790032,0.020637366791421318,high,other
03EuhmMsEHVFI9ytainStU,03EuhmMsEHVFI9ytainStU,I Can't Stop,Flux Pavilion,2010,2010,59.0,0.775,0.205,0.513,0.000672,0.248,0.0304,0.40787186967467487,-0.3955193684967974,high,energetic_somber
4i76vmvahz5a4MhinU59sI,4i76vmvahz5a4MhinU59sI,This Means War,Nickelback,2011,2010,54.0,0.967,0.8059999999999999,0.5589999999999999,3.74e-05,0.276,0.0777,0.6264230931751319,-0.28736913293583094,high,other
77yuzxCS3csrgTPSW0pvyk,77yuzxCS3csrgTPSW0pvyk,O,Coldplay,2014,2010,63.0,0.21600000000000005,0.0645,0.371,0.911,0.826,0.0358,-0.8118210644547261,-0.4763464971720584,low,other
7j04glqh2SY6Es6jiQEhgf,7j04glqh2SY6Es6jiQEhgf,Untitled,Knuckle Puck,2015,2010,56.0,0.887,0.215,0.266,0.00935,0.28,0.0348,0.41245823663936393,-0.4981637027672561,high,energetic_somber
7fJtPlEZKxu6gvkfBFc5tW,7fJtPlEZKxu6gvkfBFc5tW,Too Good,"Drake, Rihanna",2016,2010,57.0,0.653,0.393,0.7929999999999999,0.0484,4.91e-05,0.103,0.482034025479135,-0.02197670275567416,middle,other
5vgdeMt4uKUN2BeltZjoDh,5vgdeMt4uKUN2BeltZjoDh,UGH!,The 1975,2016,2010,56.0,0.7070000000000001,0.863,0.7759999999999999,0.222,0.0,0.175,0.47577396842932373,0.15925840167071736,middle,other
1BRwuvjhkgezmv1gcI6lT6,1BRwuvjhkgezmv1gcI6lT6,Die Young,Sylvan Esso,2017,2010,61.0,0.544,0.418,0.696,0.3720000000000001,0.004379999999999999,0.0335,0.17372508415888133,0.09305853914324706,middle,other
6K2anECyrckidwf5wxS78Q,6K2anECyrckidwf5wxS78Q,NBAYOUNGBOAT,"Lil Yachty, YoungBoy Never Broke Again",2018,2010,63.0,0.807,0.364,0.769,0.0515,0.0,0.306,0.5498115400788289,-0.04586966586586701,high,other
3pHkh7d0lzM2AldUtz2x37,3pHkh7d0lzM2AldUtz2x37,The Archer,Taylor Swift,2019,2010,69.0,0.574,0.166,0.292,0.12,0.00569,0.0401,0.2680803630252641,-0.1626314086508201,middle,other
0OsYwz3SCLD98IvWfdLeRQ,0OsYwz3SCLD98IvWfdLeRQ,Shotta Flow 3,NLE Choppa,2019,2010,64.0,0.716,0.812,0.7240000000000001,0.00843,0.0,0.385,0.6266113214406644,0.08259440610062145,high,other
5htUdv9kMaGD9VApOUf6ZF,5htUdv9kMaGD9VApOUf6ZF,What a wonderful world,"n/a, Weiss, George D., Douglas, George, In Motion",1935,1930,0.0,0.405,0.242,0.29600000000000004,0.487,0.856,0.0326,-0.3839065929321408,-0.668153713196907,middle,other
2M9RZU1pBT1rnEgQHKMS2o,2M9RZU1pBT1rnEgQHKMS2o,Osa kinteria ston ntounia,Saltoy Maria,1940,1940,0.0,0.403,0.71,0.442,0.856,0.000851,0.0335,-0.23281210559047727,0.32590787945625077,middle,other
50SFrHZ0lv5YKejoWPimwS,50SFrHZ0lv5YKejoWPimwS,"Piano Concerto No. 4 in G Major, Op. 58: III. Rondo: Vivace - Presto","Ludwig van Beethoven, Wilhelm Kempff, Staatskapelle Berlin, Paul van Kempen",1942,1940,0.0,0.191,0.18,0.302,0.976,0.835,0.0407,-0.8616234242030427,-0.43787118310411144,low,other
4Q5ZBv6nYPTIRXIFGKMajb,4Q5ZBv6nYPTIRXIFGKMajb,Grasshoppers In My Pillow,Lead Belly,1947,1940,2.0,0.306,0.575,0.6609999999999999,0.8009999999999999,0.00783,0.0423,-0.2392887763992592,0.33795205962955926,middle,other
3FsQg60FAPJMN2bFzNLDR9,3FsQg60FAPJMN2bFzNLDR9,"Часть 15.9 - Другие голоса, другие комнаты",Трумен Капоте,1948,1940,0.0,0.241,0.628,0.652,0.757,0.0,0.955,-0.20913409016068119,0.4750426891629797,low,other
3JL34oO610VpPoswQp34nn,3JL34oO610VpPoswQp34nn,"A Sermon, a Narrative, and a Prayer: II. A Narrative","Igor Stravinsky, CBC Symphony Orchestra",1948,1940,0.0,0.151,0.0489,0.316,0.956,5.75e-06,0.0689,-0.5879168296564931,0.22235427468158672,low,other
3XnJnERI9XC4eJtkCs0rm4,3XnJnERI9XC4eJtkCs0rm4,Dil Tadap Kar Rah Gaya,Surendra,1948,1940,0.0,0.161,0.545,0.561,0.993,0.259,0.101,-0.5657432979054487,0.21312207620065482,low,other
3uXUaEDViZxIjXF7kHkfSD,3uXUaEDViZxIjXF7kHkfSD,"Symphony No. 2 in D Major, Op. 36: IV. Allegro molto","Ludwig van Beethoven, Fritz Reiner, Pittsburgh Symphony Orchestra",1948,1940,0.0,0.189,0.32,0.326,0.946,0.809,0.0395,-0.7978268308339248,-0.3836684304369606,low,other
1m8epcwSD06TJu7kYyTv1m,1m8epcwSD06TJu7kYyTv1m,"La Bohême, Act I: ""Che gelida manina""","Giacomo Puccini, Richard Tucker, Fausto Cleva [Conductor]",1949,1940,0.0,0.251,0.11,0.274,0.987,9.48e-06,0.0401,-0.5555104866503995,0.21212495372963955,low,other
0mOcyFzZJpaVYjPTk7jgyY,0mOcyFzZJpaVYjPTk7jgyY,Jadoo Bhare Nainon Men,"Shamshad Begum, Dilip Kumar",1950,1950,1.0,0.335,0.973,0.632,0.887,0.0128,0.0435,-0.21188949537955795,0.458697058804589,middle,other
1OfVL4f3hPVwXY0p92G2qf,1OfVL4f3hPVwXY0p92G2qf,Boy Dênim,Mamlê,1951,1950,0.0,0.541,0.889,0.662,0.812,0.00983,0.0332,-0.06648466742458742,0.3660667807009622,middle,other
1AQxvoixy5r7PdTP8Cw3l7,1AQxvoixy5r7PdTP8Cw3l7,Kolednice Idu,"Karel Martiš, Orchestr lidových nástrojů VUS Ondráš z Brna, Dívčí pěvecký sbor Zvoneček z Rožnova pod Radhoštěm",1952,1950,1.0,0.0664,0.23,0.322,0.799,0.000105,0.0457,-0.4730746480603596,0.2344840686766934,low,other
0xGNEVQBa1b1CJkGfjReSn,0xGNEVQBa1b1CJkGfjReSn,"Verdi : La Traviata : Act 3 ""Addio, del passato bei sogni ridenti"" [Violetta, Chorus]","Giuseppe Verdi, Gabriele Santini, Maria Callas, Orchestra Sinfonica Di Torino Della Rai",1954,1950,10.0,0.0704,0.0883,0.261,0.988,0.0732,0.0463,-0.6781568252912255,0.18904088929455895,low,other
2eTgSOv0fwBjclwImMDZFm,2eTgSOv0fwBjclwImMDZFm,"Verdi : La Traviata : Act 1 ""Ah, fors'è lui che l'anima"" [Violetta]","Giuseppe Verdi, Gabriele Santini, Maria Callas, Orchestra Sinfonica Di Torino Della Rai",1954,1950,13.0,0.0462,0.123,0.225,0.988,0.00193,0.0522,-0.6618346790651748,0.2557186586821194,low,other
0AIhD0llZhXePFGfdKOlax,0AIhD0llZhXePFGfdKOlax,All of You,Miles Davis,1955,1950,7.0,0.271,0.5589999999999999,0.6559999999999999,0.426,6.52e-05,0.0413,0.024269787989149357,0.2136146446213659,middle,other
5lsVGtOJeJX8hV0MyTrx1g,5lsVGtOJeJX8hV0MyTrx1g,Look For The Silver Lining - Instrumental,Chet Baker,1958,1950,18.0,0.252,0.494,0.612,0.983,0.4970000000000001,0.0443,-0.6044443862362301,-0.018286430862602187,low,other
40vTnLBvRg7HIqACx8SmSD,40vTnLBvRg7HIqACx8SmSD,Dark Eyes,Esquivel!,1958,1950,14.0,0.728,0.77,0.6629999999999999,0.7040000000000001,0.861,0.0394,-0.22717100564897816,-0.44931936217906626,high,other
6sm5IkQ2p6kBAZ3OuHNmDB,6sm5IkQ2p6kBAZ3OuHNmDB,Wake up Little Susie,Frankie Lymon,1958,1950,9.0,0.679,0.972,0.643,0.703,0.0,0.0314,0.10184603161342441,0.3191007513795074,middle,other
0CeQ71OWCC4EJuLVf5Amai,0CeQ71OWCC4EJuLVf5Amai,Old Devil Moon,Peggy Lee,1959,1950,14.0,0.245,0.531,0.466,0.7020000000000001,0.0,0.0395,-0.22869286004205677,0.268453503341632,low,other
7nvixpwWWuh5VolcOlLGQx,7nvixpwWWuh5VolcOlLGQx,The Beginning,Sun Ra,1962,1960,15.0,0.8,0.376,0.402,0.0551,0.000485,0.091,0.49066573700012167,-0.1495406825040289,high,other
6uNvF2zNyercjW6VEmZ46s,6uNvF2zNyercjW6VEmZ46s,Crying Guitar (aka Surfer's Lament),The Lively Ones,1963,1960,20.0,0.315,0.611,0.362,0.679,0.884,0.0278,-0.49614456586698047,-0.4865370032747436,middle,other
5tdD4ZvCyVNxzJkhwCYa0R,5tdD4ZvCyVNxzJkhwCYa0R,Stupidity,Solomon Burke,1963,1960,18.0,0.363,0.951,0.665,0.617,0.0,0.0403,0.009602751350686313,0.3669392473568975,middle,other
4mtgGu7EI1txi6GCmMsGZc,4mtgGu7EI1txi6GCmMsGZc,Don't Rain On My Parade,Nancy Wilson,1964,1960,21.0,0.647,0.843,0.489,0.591,0.0,0.0527,0.12198868924603819,0.220620101925449,middle,other
0tWXQACR90MNkapZiVvzG8,0tWXQACR90MNkapZiVvzG8,After The Lights Go Down Low,"Marvin Gaye, Mary Wells",1964,1960,17.0,0.552,0.59,0.616,0.215,0.0,0.0545,0.3226579915961521,0.07006312526050557,middle,other
