uid,spotify_id,name,artist,year,decade,popularity,energy,valence,danceability,acousticness,instrumentalness,speechiness,mds_x,mds_y,energy_band,contrast
6dcZiujlB3HkKk1c4AoRE2,6dcZiujlB3HkKk1c4AoRE2,Since You Won My Heart,Smokey Robinson & The Miracles,1965,1960,21.0,0.54,0.8490000000000001,0.428,0.479,0.0,0.0345,0.14586967121687558,0.1928028962378306,middle,other
7o1uk0EggQTrrimRECjZOr,7o1uk0EggQTrrimRECjZOr,Tune Up,Jr. Walker & The All Stars,1965,1960,24.0,0.6859999999999999,0.5,0.4270000000000001,0.0634,0.0218,0.0362,0.44906638640899127,-0.10388426294355377,middle,other
3sQTZ75YuMDKVoHtbsqiej,3sQTZ75YuMDKVoHtbsqiej,Snowfall (with Paula Kelly),"Tex Beneke, Ray Eberle, The Modernaires, Paula Kelly",1965,1960,21.0,0.0973,0.151,0.408,0.866,0.823,0.0306,-0.8121167225862734,-0.4296219998488112,low,other
2hyLD5nWOJ3k0nQ8XGj1g2,2hyLD5nWOJ3k0nQ8XGj1g2,"Willow Weep For Me - Live At The Half Note, 1965","Wes Montgomery, Wynton Kelly Trio",1965,1960,20.0,0.395,0.774,0.6920000000000001,0.929,0.0287,0.14,-0.25136004342619106,0.4178043762128674,middle,other
1tVkVu8AuDAFMI3rkUPdAp,1tVkVu8AuDAFMI3rkUPdAp,Got A Feelin',The Mamas & The Papas,1966,1960,17.0,0.245,0.501,0.5870000000000001,0.908,0.00931,0.028,-0.3765670260183586,0.35166030640102053,low,other
5jGctlCbKAkVCDHPDzbGTn,5jGctlCbKAkVCDHPDzbGTn,Canadian Railroad Trilogy,Gordon Lightfoot,1967,1960,25.0,0.436,0.472,0.364,0.0413,9.19e-06,0.0321,0.33558406978141675,-0.05416795185696423,middle,other
1gSPqq0svrejqgK80DdWFH,1gSPqq0svrejqgK80DdWFH,Officer Boodang,Lil Boodang,1969,1960,26.0,0.787,0.299,0.852,0.00561,0.0332,0.0517,0.5558232570997392,-0.11653261996004605,high,other
39XiLaHZ8AOdYKbt0v3HqS,39XiLaHZ8AOdYKbt0v3HqS,Me And Bobby McGee,Jerry Lee Lewis,1971,1970,36.0,0.8420000000000001,0.7759999999999999,0.495,0.507,0.000105,0.0376,0.2677439276732311,0.12360274528033863,high,other
5yuYuUrB6x4cWMfcyfU1hG,5yuYuUrB6x4cWMfcyfU1hG,"Rock Is My Life, And This Is My Song",Bachman-Turner Overdrive,1974,1970,29.0,0.479,0.564,0.495,0.0234,0.00242,0.0428,0.40726884224746207,-0.017731304178545314,middle,other
5aGDWU01dEHJbaj8k1VF6U,5aGDWU01dEHJbaj8k1VF6U,Weekend Song,Billy Joel,1974,1970,26.0,0.775,0.915,0.609,0.263,7.51e-06,0.0425,0.4635778655897197,0.11680273696529016,high,other
1fdQg2yrTYCMOviVCw1Xdh,1fdQg2yrTYCMOviVCw1Xdh,I Believe (When I Fall In Love It Will Be Forever),Art Garfunkel,1975,1970,35.0,0.486,0.22,0.453,0.13699999999999998,0.0,0.0346,0.2478159204207246,-0.08037314718159481,middle,other
2ltJr7zvk7LhNLtkOCtf2i,2ltJr7zvk7LhNLtkOCtf2i,Sage & Spirit - 2013 Remaster,Grateful Dead,1975,1970,26.0,0.234,0.359,0.354,0.917,0.91,0.035,-0.7784954350925498,-0.4719409944788412,low,other
0HiT4oRA2ZAmbNIWDHvnX3,0HiT4oRA2ZAmbNIWDHvnX3,Southern Sunset,Brick,1976,1970,32.0,0.7390000000000001,0.8490000000000001,0.58,0.0358,0.168,0.0296,0.537506509515651,-0.11938267770193514,high,other
5qdsapFwiOWNGh5pFF6ieB,5qdsapFwiOWNGh5pFF6ieB,Brazil - 2006 Remastered Version,Wire,1977,1970,34.0,0.877,0.964,0.693,0.157,0.000949,0.0359,0.6152072157938678,0.0840878025095814,high,other
7pszxp65rS7xd8ZflKaZRh,7pszxp65rS7xd8ZflKaZRh,Some Other Time,The Alan Parsons Project,1977,1970,36.0,0.61,0.358,0.428,0.192,2.7600000000000014e-05,0.0356,0.2930718781602129,-0.05956239792116032,middle,other
47ULAV7jxxH7xf4qFrIe11,47ULAV7jxxH7xf4qFrIe11,The Man With the Horn,Miles Davis,1981,1980,33.0,0.435,0.391,0.5529999999999999,0.302,0.000292,0.0312,0.148362571338638,0.058947966870852006,middle,other
0umX28ds4c5vLGiNsH2DsA,0umX28ds4c5vLGiNsH2DsA,I Need More Of You,The Bellamy Brothers,1984,1980,44.0,0.732,0.872,0.643,0.0328,3.69e-06,0.0295,0.611035978657797,0.03956815107071925,high,other
62sbWGdOJVeDqqzLWs96sP,62sbWGdOJVeDqqzLWs96sP,Song For America,Kansas,1984,1980,30.0,0.715,0.529,0.35700000000000004,0.00233,0.0101,0.0436,0.5099587403410295,-0.1300266859231887,middle,other
0bdHOcuk49FewTRd0JkpdB,0bdHOcuk49FewTRd0JkpdB,No problem,"Chet Baker, Duke Jordan",1985,1980,40.0,0.222,0.438,0.532,0.826,0.0371,0.0363,-0.35713018501168586,0.27703993543198346,low,other
4m4Z6Rkz0XJcIrxz9vtMBQ,4m4Z6Rkz0XJcIrxz9vtMBQ,Starpower,Sonic Youth,1986,1980,33.0,0.841,0.415,0.31,0.008020000000000001,0.7,0.0452,0.28653406314915936,-0.7671711442573286,high,other
36WnSVxMlPA5pB9NcQi0py,36WnSVxMlPA5pB9NcQi0py,Walk Like a Man,Bruce Springsteen,1987,1980,39.0,0.397,0.429,0.688,0.0532,1.13e-05,0.0253,0.3436935308577732,0.01938491735452364,middle,other
7CTcWcNpBnTungYuQgCg2w,7CTcWcNpBnTungYuQgCg2w,Suite Sister Mary - Remastered 2003,Queensrÿche,1988,1980,34.0,0.955,0.052000000000000005,0.298,0.135,0.00187,0.0839,0.4236581136877885,-0.27219680317957895,high,energetic_somber
6HdieikOXlB5C75iebDKqp,6HdieikOXlB5C75iebDKqp,Crystal Ann,Annihilator,1989,1980,40.0,0.7,0.846,0.564,0.696,0.906,0.0365,-0.24927507569935792,-0.4841036571948123,middle,other
3bFxumQRhWqt1BiXLeVrKa,3bFxumQRhWqt1BiXLeVrKa,Prisoner,Mariah Carey,1990,1990,37.0,0.855,0.792,0.524,0.0603,2.93e-06,0.0539,0.6179143048106264,-0.02602427201760479,high,other
1Vr6yWwrJz8euAwenCikbJ,1Vr6yWwrJz8euAwenCikbJ,Trompe le Monde,Pixies,1991,1990,39.0,0.7959999999999999,0.496,0.211,0.000305,0.00274,0.0431,0.5266611470110943,-0.18624243892270329,high,other
32jYppBJlMiUDUAwd0yHnr,32jYppBJlMiUDUAwd0yHnr,Set the Night to Music - Duet with Maxi Priest,Roberta Flack with Maxi Priest,1991,1990,37.0,0.37,0.622,0.6779999999999999,0.38,3.5e-05,0.0301,0.123805816578551,0.19322989891487444,middle,other
7DX6hoz8ddubyk1cxcapOR,7DX6hoz8ddubyk1cxcapOR,Ghetto Red Hot,Super Cat,1992,1990,41.0,0.742,0.895,0.8759999999999999,0.264,0.0,0.329,0.48494875737232873,0.21641812719388048,high,other
0beEOHhUTXBQyQbwD0BO9B,0beEOHhUTXBQyQbwD0BO9B,"Quintettino Op.30 No.6, G.324: 4. Passacalle","Luigi Boccherini, Berliner Philharmoniker, Herbert von Karajan",1996,1990,42.0,0.0542,0.266,0.381,0.974,0.8109999999999999,0.0493,-0.8895195919626201,-0.34306702456835997,low,other
5F7WnD1XLfvyqglClI5fL7,5F7WnD1XLfvyqglClI5fL7,Cupids Trick,Elliott Smith,1997,1990,38.0,0.4920000000000001,0.131,0.239,0.0866,0.0122,0.034,0.23551893580131347,-0.18167639310924263,middle,other
7q23OMsgK72FQiK1SYY3Pl,7q23OMsgK72FQiK1SYY3Pl,One Angry Dwarf and 200 Solemn Faces,Ben Folds Five,1997,1990,41.0,0.888,0.5820000000000001,0.393,0.257,8.8e-05,0.0371,0.4233845013165923,-0.052205613114774056,high,other
4E8Sdt5Q9QOMpOQmEvzOQr,4E8Sdt5Q9QOMpOQmEvzOQr,Bombudd II,DJ Quik,1998,1990,39.0,0.6890000000000001,0.925,0.764,0.453,2.32e-05,0.0738,0.3026685557592214,0.2471281048717406,middle,other
3cHxOOnaC6UjyMf8P4mpme,3cHxOOnaC6UjyMf8P4mpme,Knocking Pictures Off Da Wall (featuring Lil Flex) (feat. C-Nile & Solo-D),"Yungstar, C-Nile, Solo D",2000,2000,37.0,0.483,0.39,0.775,0.139,0.0,0.307,0.3306119192069581,0.07397841534218709,middle,other
02jbnbNAmz6MdZR2Ud6s4y,02jbnbNAmz6MdZR2Ud6s4y,Hubba Hubba,South Park Mexican,2001,2000,40.0,0.8109999999999999,0.64,0.901,0.0529,0.0,0.175,0.6248990872151425,0.040743819259185785,high,other
4I4uCtlWg6I7OyuGZE4wqn,4I4uCtlWg6I7OyuGZE4wqn,Maybe Memories,The Used,2002,2000,43.0,0.93,0.383,0.481,0.0134,0.0,0.0572,0.5982334107280446,-0.181051032719712,high,other
7E5GuDVoXQSYHnYPQcbLll,7E5GuDVoXQSYHnYPQcbLll,Good To Know That If I Ever Need Attention,Brand New,2003,2000,42.0,0.943,0.141,0.35600000000000004,0.0193,0.0,0.0771,0.5321685012576567,-0.2728694493450384,high,energetic_somber
7pWcjb71SqY2256QasmAhJ,7pWcjb71SqY2256QasmAhJ,Nolia Clap,"Juvenile, Wacko, & Skip",2004,2000,41.0,0.942,0.961,0.838,0.0718,0.0,0.395,0.7378290184154073,0.11628703480121391,high,other
5legy0bvOLwAo0eBjXmee6,5legy0bvOLwAo0eBjXmee6,The More I Seek You,"Klaus, Kari Jobe",2005,2000,47.0,0.0777,0.339,0.353,0.82,0.0,0.0369,-0.45616445212422974,0.27451033014116005,low,other
0K3Xm2MeSXKbvydIJfTpuN,0K3Xm2MeSXKbvydIJfTpuN,Like Eating Glass,Bloc Party,2005,2000,44.0,0.982,0.224,0.399,0.0003,0.000204,0.16,0.5905721200419097,-0.2467268646220132,high,energetic_somber
4KlnHq8kW2k1RisegiOg0I,4KlnHq8kW2k1RisegiOg0I,Romie,Beenie Man,2005,2000,50.0,0.613,0.716,0.727,0.000256,0.0,0.314,0.5609598630349762,0.07068539402127948,middle,other
68474q3pSlRu6HimRHPlRf,68474q3pSlRu6HimRHPlRf,Smoke Marijuana,Sizzla,2006,2000,52.0,0.74,0.613,0.652,0.21,0.0,0.214,0.4318333442647842,0.05663463005909786,high,other
0ETuqKUidXiI2Xb6NpJVFb,0ETuqKUidXiI2Xb6NpJVFb,Pa' Que Son Pasiones,Los Player's,2007,2000,45.0,0.7929999999999999,0.922,0.601,0.179,3e-05,0.084,0.5367198288151196,0.0878344164375982,high,other
6W2tmkeuHKaedHhdTPnyVs,6W2tmkeuHKaedHhdTPnyVs,說好的幸福呢,Jay Chou,2008,2000,57.0,0.473,0.24,0.5429999999999999,0.345,0.0,0.0282,0.10166453699744289,0.02168700110147182,middle,other
1V2M3iax06Tw9gWcDZ8Zbs,1V2M3iax06Tw9gWcDZ8Zbs,You're The Reason (feat. Victoria Justice),"Victorious Cast, Victoria Justice",2011,2010,51.0,0.934,0.5379999999999999,0.593,0.0509,0.0,0.182,0.6225217391748704,-0.08567147901135637,high,other
0ni8h8HAJNFwuL9cMWR9XN,0ni8h8HAJNFwuL9cMWR9XN,The Regulator,Clutch,2011,2010,48.0,0.706,0.211,0.5660000000000001,0.115,2.4e-05,0.0376,0.38681003460577223,-0.1195283289739576,middle,other
4WlaOWCgugyGDxD3gyeWtY,4WlaOWCgugyGDxD3gyeWtY,Beach Dr.,Oddisee,2011,2010,50.0,0.562,0.516,0.482,0.0649,0.853,0.0737,0.09648193717353772,-0.7342958496951755,middle,other
37Zk6qRzpQEl0xWon4rXPy,37Zk6qRzpQEl0xWon4rXPy,Come over (feat. James Fauntleroy),"Nipsey Hussle, James Fauntleroy",2013,2010,50.0,0.445,0.17,0.6759999999999999,0.353,0.0,0.0805,0.08672676915446885,0.04892234682453673,middle,other
2lNRPajwEfma5EEmsgAe1w,2lNRPajwEfma5EEmsgAe1w,"What Is This Feeling? - From ""Wicked"" Original Broadway Cast Recording/2003","Kristin Chenoweth, Idina Menzel",2013,2010,51.0,0.422,0.516,0.63,0.7290000000000001,0.0,0.0953,-0.14090326644239898,0.27399775446127395,middle,other
3mxMrdo3fJjDbb64nagoXR,3mxMrdo3fJjDbb64nagoXR,Gone,JR JR,2015,2010,53.0,0.892,0.418,0.62,0.054000000000000006,0.000687,0.0531,0.5754921333627961,-0.11783522697839016,high,other
1BfR5GMOgW0peHkPxrwf11,1BfR5GMOgW0peHkPxrwf11,Safari Song,Greta Van Fleet,2017,2010,64.0,0.928,0.6779999999999999,0.362,0.16399999999999998,1.6100000000000002e-05,0.0503,0.5291455353903931,-0.07446342069226236,high,other
62oCnK99vT8HOgwPsvXuiM,62oCnK99vT8HOgwPsvXuiM,Chateau,Angus & Julia Stone,2017,2010,59.0,0.585,0.606,0.662,0.6579999999999999,0.8809999999999999,0.0367,-0.3049823444459692,-0.4917189347148615,middle,other
3YM0vEH7taFj7OLW3dWfiu,3YM0vEH7taFj7OLW3dWfiu,Love Triangle,RaeLynn,2017,2010,57.0,0.525,0.322,0.6859999999999999,0.135,0.0,0.0331,0.3226346312638254,-0.011445543462346618,middle,other
7J8Qck2QHGRGAdUdVMhZHO,7J8Qck2QHGRGAdUdVMhZHO,Ziploc (feat. Kevin Gates),"2 Chainz, Kevin Gates",2020,2020,60.0,0.629,0.8190000000000001,0.888,0.226,0.0,0.373,0.4443318798300354,0.21861488510391971,middle,other
04uSBWG9FoU70bhr4U3uO1,04uSBWG9FoU70bhr4U3uO1,"Mazurkas, Op. 67: No. 2 in G Minor (Cantabile)","Frédéric Chopin, William Kapell",1926,1920,0.0,0.045,0.224,0.434,0.996,0.8140000000000001,0.0409,-0.9132367136662427,-0.336044063916343,low,other
0DKNC3mXi1wUrkqtZ8Y9JM,0DKNC3mXi1wUrkqtZ8Y9JM,"Nocturnes, Op. 62: No. 1 in B Major","Frédéric Chopin, Arthur Rubinstein",1926,1920,0.0,0.0119,0.135,0.35,0.992,0.912,0.0425,-0.9926175770399971,-0.4523860482067888,low,other
28DZZECp7EF2DzFh6bgSnL,28DZZECp7EF2DzFh6bgSnL,"24 préludes, Op. 28: No. 13 in F-Sharp Major (Lento)","Frédéric Chopin, Alfred Cortot",1926,1920,0.0,0.0113,0.16,0.3,0.996,0.917,0.0395,-0.9995519892446015,-0.4596840448322759,low,other
7l9XoSr3cJwACpyKvqI4qY,7l9XoSr3cJwACpyKvqI4qY,"Kinderszenen, Op. 15: XIII. Der Dichter spricht","Robert Schumann, Vladimir Horowitz",1928,1920,0.0,0.00267,0.235,0.343,0.995,0.924,0.0818,-0.9830453190907834,-0.42833391605769794,low,other
4n2xYjzrpvcvaG6ERIqVtG,4n2xYjzrpvcvaG6ERIqVtG,Serenata Morisca,"Ruperto Chapí, Guillermo Gomez, Vicente Gomez",1930,1930,0.0,0.113,0.483,0.468,0.972,0.924,0.0444,-0.8423788794881546,-0.37375786480260836,low,other
3H5xQFz1QyGvoeuLBnHE0m,3H5xQFz1QyGvoeuLBnHE0m,Carmelita,Gerald Clark and His Night Owl,1940,1940,0.0,0.499,0.915,0.516,0.989,0.828,0.0428,-0.5325143387779396,-0.25697009035657226,middle,other
5cI1C4xzp4P300ACkwAZYj,5cI1C4xzp4P300ACkwAZYj,This Christmas,Monique Nikkole,1946,1940,0.0,0.674,0.46,0.675,0.273,0.0,0.0321,0.3197197794810541,0.03568037896550151,middle,other
4A3DvEuJ2KRujgqFzkT9mn,4A3DvEuJ2KRujgqFzkT9mn,"Fireworks, Op. 4","Igor Stravinsky, New York Philharmonic",1948,1940,0.0,0.388,0.0769,0.363,0.857,0.255,0.0652,-0.47688985484320956,-0.06356363998301125,middle,other
4Lk5Z0jzCobR6IY9vFhfrq,4Lk5Z0jzCobR6IY9vFhfrq,Din Pe Din Beet Jaye,Suraiya,1948,1940,0.0,0.344,0.598,0.501,0.995,0.912,0.07400000000000001,-0.7121244936776059,-0.370548309237099,middle,other
2DuE4BWGwiRDVJNzKDv3gj,2DuE4BWGwiRDVJNzKDv3gj,Califórnia em Festa,Bob Nelson,1949,1940,0.0,0.188,0.8320000000000001,0.753,0.995,0.00691,0.0502,-0.37598619952855367,0.5281199287456629,low,calm_positive
1cyD1JrhihGeS2FX1h1dAz,1cyD1JrhihGeS2FX1h1dAz,"Piano Concerto No. 2 in B-Flat Major, Op. 19: I. Allegro con brio","Ludwig van Beethoven, Paul Badura-Skoda, Vienna State Opera Orchestra, Hermann Scherchen",1951,1950,0.0,0.194,0.268,0.393,0.984,0.863,0.0393,-0.845105296785903,-0.41488343109176096,low,other
1RYcsc2fixbmx055RbjHow,1RYcsc2fixbmx055RbjHow,Kabhi Khushion Ke Naghme,Rajkumari,1952,1950,0.0,0.129,0.355,0.487,0.991,3.64e-06,0.118,-0.5358904822216063,0.3674902289427544,low,other
1hFN81yXCejbkvqIVl4YBb,1hFN81yXCejbkvqIVl4YBb,"Orfeo ed Euridice, Wq. 30: Act II: Scene 2 - Dance of the Blessed Spirits: Che puro ciel! Che chiaro sol! - 1992 Remastered","Christoph Willibald Gluck, Arturo Toscanini",1952,1950,0.0,0.122,0.0652,0.199,0.97,0.000215,0.0427,-0.6262731419704979,0.20931035272389564,low,other
1nA2jiVzcc9igrsSNIilAh,1nA2jiVzcc9igrsSNIilAh,Na Paisa Ladaya Na Taqat Ladai,"Balbir, Sheikh",1952,1950,0.0,0.304,0.711,0.555,0.988,0.000133,0.407,-0.3578782007158693,0.4717918749327394,middle,other
10qPB6bJIDitbqjcgjHCxE,10qPB6bJIDitbqjcgjHCxE,"Concerto in the Italian Style in F Major, BWV 971, ""Italian Concerto"": II. Andante","Johann Sebastian Bach, Glenn Gould",1955,1950,6.0,0.146,0.244,0.499,0.99,0.852,0.0392,-0.8594591087839789,-0.37472372560353295,low,other
2NQXACYhifPY6CTNhvjg9I,2NQXACYhifPY6CTNhvjg9I,How About You - live,Cal Tjader,1955,1950,3.0,0.35,0.561,0.726,0.897,0.0363,0.0437,-0.29395742850424544,0.3488026453611024,middle,other
6gUDHvWDKkGRLIzULue1Y5,6gUDHvWDKkGRLIzULue1Y5,"Bach, JS: Keyboard Partita No. 1 in B-Flat Major, BWV 825: I. Praeludium (Live, Besançon, 16.IX.1950)","Johann Sebastian Bach, Dinu Lipatti",1957,1950,12.0,0.679,0.861,0.382,0.987,0.93,0.0478,-0.5094078168800455,-0.4298225229701642,middle,other
5d9xFamkb71Pld6vSTDJrq,5d9xFamkb71Pld6vSTDJrq,"Piano Sonata No. 1 in C Major, K. 279: III. Allegro","Wolfgang Amadeus Mozart, Glenn Gould",1958,1950,16.0,0.27,0.892,0.344,0.974,0.888,0.0389,-0.6849450604334452,-0.30002689883200984,middle,other
7crNlwzfHT9O0xOyr5Mcxf,7crNlwzfHT9O0xOyr5Mcxf,Alma Adentro,"Sylvia Rexach, Tuti Umpierre",1958,1950,8.0,0.07,0.318,0.527,0.969,0.0,0.0447,-0.5519042762684947,0.3636669592955714,low,other
2ytAOWcseCBbbRmmye8vby,2ytAOWcseCBbbRmmye8vby,Isn't It A Pity,Ella Fitzgerald,1959,1950,14.0,0.134,0.179,0.317,0.905,2.81e-05,0.0364,-0.531043639844387,0.23954467595142373,low,other
2kVPHHnSzsX3yB2dKzCUIY,2kVPHHnSzsX3yB2dKzCUIY,Bridge of Tears,The Flamingos,1960,1960,9.0,0.293,0.387,0.561,0.8440000000000001,0.0,0.0299,-0.3289544322408549,0.288231926040092,middle,other
6WXRW8TTDsmalBQ8gZP76V,6WXRW8TTDsmalBQ8gZP76V,It Was You,James Brown,1962,1960,13.0,0.636,0.393,0.477,0.805,0.0,0.0348,-0.14097963478495457,0.17303151762162164,middle,other
0JFb6HcWg9acDr0cH7cAxS,0JFb6HcWg9acDr0cH7cAxS,Walkin' the Board,The Lively Ones,1963,1960,19.0,0.904,0.843,0.389,0.0007639999999999999,0.809,0.0419,0.38440337189475293,-0.7420095421088658,high,other
2qOCV8WiTnJXMe7meg1k7Q,2qOCV8WiTnJXMe7meg1k7Q,The Old Country Church,Jim and Jesse and the Virginia Boys,1964,1960,14.0,0.226,0.757,0.547,0.7979999999999999,0.0,0.0271,-0.2516329963039008,0.3849571452990475,low,calm_positive
5P7t8rwUXR0DvLyDgQ15kC,5P7t8rwUXR0DvLyDgQ15kC,My Heart Belongs To Only You,Bobby Vinton,1964,1960,17.0,0.3,0.399,0.247,0.807,0.0,0.0342,-0.33911556260404313,0.20715737269061343,middle,other
0zFSL9XPjK1Yp3K2N7CPHt,0zFSL9XPjK1Yp3K2N7CPHt,月下佳人,于璇,1964,1960,25.0,0.131,0.472,0.412,0.974,0.237,0.0425,-0.5955342487654489,0.1713520466376946,low,other
3r91XocTNeNZhPzNKWFHyE,3r91XocTNeNZhPzNKWFHyE,Salute To The Nurses,Sgt. Barry Sadler,1966,1960,17.0,0.299,0.481,0.42,0.845,0.000769,0.0347,-0.32696376205224065,0.28110402467354223,middle,other
07nRSN7q8IVMTImgYUxnKy,07nRSN7q8IVMTImgYUxnKy,String Man,The Mamas & The Papas,1967,1960,24.0,0.687,0.56,0.466,0.746,0.0,0.0316,-0.037964458807518885,0.18165971628113983,middle,other
6YrHwFHn7fkpC4ZlcwC42w,6YrHwFHn7fkpC4ZlcwC42w,"Gambler's Blues - Live At The International Club, Chicago/1966",B.B. King,1967,1960,26.0,0.517,0.588,0.358,0.5489999999999999,1.59e-05,0.0557,0.01758301307338449,0.14002786995958677,middle,other
1tnFYDTWKcfAcse5DCJJ48,1tnFYDTWKcfAcse5DCJJ48,La Vida En Rosa,Chucho Avellanet,1967,1960,27.0,0.259,0.5429999999999999,0.448,0.5479999999999999,2.41e-06,0.0325,-0.10608409281247531,0.20837065410830308,middle,other
2NFAQmxnXxBRKsAJ1wR6Rj,2NFAQmxnXxBRKsAJ1wR6Rj,I'm Gonna Leave You,Nina Simone,1967,1960,29.0,0.607,0.9,0.515,0.852,0.0,0.043,-0.07859741286892097,0.34359163567674156,middle,other
4S5ySmz5iFhqE95a9TKbvv,4S5ySmz5iFhqE95a9TKbvv,Mr. Blue,Michael Franks,1976,1970,32.0,0.223,0.201,0.5579999999999999,0.87,0.0627,0.03,-0.4453123794574164,0.21234756885556555,low,other
57DpDuvpZzuhTsRGowy86A,57DpDuvpZzuhTsRGowy86A,"Symphony No.4 In E Minor, Op.98: 1. Allegro non troppo","Johannes Brahms, Wiener Philharmoniker, Carlos Kleiber",1981,1980,30.0,0.107,0.0728,0.163,0.975,0.918,0.0391,-0.9744958423123393,-0.5458138595440828,low,other
1IRpZyRNROsmCLbrctnOLs,1IRpZyRNROsmCLbrctnOLs,Sleep,This Heat,1981,1980,29.0,0.424,0.436,0.6920000000000001,0.865,0.00367,0.142,-0.25082788039117154,0.31722721457641395,middle,other
6c6PblxgdrYEULpt65p8tO,6c6PblxgdrYEULpt65p8tO,Can't Happen Here,Rainbow,1981,1980,36.0,0.89,0.6659999999999999,0.483,0.0517,0.000421,0.048,0.6091463616806613,-0.08205815571887895,high,other
0mqOrDj9tgRRv3Kb3FRHnI,0mqOrDj9tgRRv3Kb3FRHnI,Swan Swan H,R.E.M.,1986,1980,28.0,0.349,0.732,0.28300000000000003,0.259,1.69e-06,0.0323,0.17223606862522886,0.09732098028753774,middle,other
0DKvzig7rwfWTZ0gvb0Zfx,0DKvzig7rwfWTZ0gvb0Zfx,Hell's Bells,Bill Bruford,1986,1980,31.0,0.507,0.8340000000000001,0.4,0.653,0.8420000000000001,0.0367,-0.31432646357821814,-0.43887151277171965,middle,other
3xkYT152CbjaDGvLwWxiNn,3xkYT152CbjaDGvLwWxiNn,Telling Me Lies (with Dolly Parton & Emmy Lou Harris) - 2015 Remaster,"Dolly Parton, Linda Ronstadt, Emmylou Harris",1987,1980,32.0,0.13699999999999998,0.0992,0.513,0.6579999999999999,5.460000000000001e-05,0.0291,-0.33319494181657255,0.17178460262663728,low,other
2YWaALZKQOZadouDuxaYHq,2YWaALZKQOZadouDuxaYHq,Someone Who Believes in You,Russell Hitchcock,1988,1980,42.0,0.384,0.271,0.544,0.442,0.0,0.0246,-0.008577126663182949,0.08644904229650444,middle,other
7pMyq97F6UAqKnc2P9e425,7pMyq97F6UAqKnc2P9e425,32 Pennies,Warrant,1989,1980,31.0,0.8,0.7759999999999999,0.447,0.0103,0.0002220000000000001,0.0476,0.6140577034028544,-0.05273443524386592,high,other
0fiC7mNdgRsBUAnOo9sIbe,0fiC7mNdgRsBUAnOo9sIbe,Born Of Fire,Slayer,1990,1990,31.0,0.993,0.262,0.307,3.15e-05,0.000382,0.129,0.5906575884196585,-0.2639129860657269,high,energetic_somber
2jkZYhTXDk83BOaRTR8QxH,2jkZYhTXDk83BOaRTR8QxH,Moussolou,Oumou Sangaré,1991,1990,43.0,0.335,0.94,0.5660000000000001,0.26,0.0,0.0513,0.24833208851332242,0.2228773814966934,middle,other
6KipZAjvYE3SmI4HLZcYWD,6KipZAjvYE3SmI4HLZcYWD,Sweet Leilani,"Baduria, Don",1995,1990,38.0,0.135,0.31,0.557,0.97,0.916,0.0343,-0.8511790948731688,-0.4015989980349958,low,other
3CV7o0XDHvzOLJb8mw5RHY,3CV7o0XDHvzOLJb8mw5RHY,Can It Be All So Simple (Remix) (feat. Ghostface Killah),"Raekwon, Ghostface Killah",1995,1990,38.0,0.563,0.431,0.745,0.152,5.4299999999999985e-05,0.379,0.36594829969232495,0.07249612115366008,middle,other
4ByRNAPHBOOgYaS4vcNbUb,4ByRNAPHBOOgYaS4vcNbUb,Tu Como Estas,Domingo Quiñones,1996,1990,37.0,0.527,0.8009999999999999,0.722,0.353,0.0,0.0374,0.26543811979191095,0.20394199193680296,middle,other
5C4sfjPfsnAEYHgxnxQTjf,5C4sfjPfsnAEYHgxnxQTjf,This Magic Moment,Lou Reed,1997,1990,46.0,0.623,0.25,0.474,0.0294,0.402,0.0285,0.2593235796954179,-0.4709904950864673,middle,other
60ZYLVPmSNY9r0Uquaivvs,60ZYLVPmSNY9r0Uquaivvs,Indiana Jones Theme,"John Williams, Philharmonic Symphony Orchestra, Richard Hayman",2000,2000,45.0,0.264,0.18600000000000005,0.287,0.897,0.871,0.0404,-0.7801489928229595,-0.5154540647909236,middle,other
7iTpGVso8hAz7q8fR9tfjG,7iTpGVso8hAz7q8fR9tfjG,Isolate,...Bender,2000,2000,42.0,0.894,0.336,0.542,0.000155,0.00104,0.0537,0.5886883645647321,-0.17730200721771117,high,other
6yZsZQTYIb8NICsl5Dyesx,6yZsZQTYIb8NICsl5Dyesx,The Rainbow Connection - Outtake,Carpenters,2001,2000,46.0,0.196,0.0985,0.472,0.882,1.55e-06,0.0311,-0.47844538834234085,0.22809923868110774,low,other
7dhyG5sdLYlvR7uwDKa1fH,7dhyG5sdLYlvR7uwDKa1fH,Up And Go,The Starting Line,2002,2000,40.0,0.826,0.47,0.429,0.000282,0.0,0.0385,0.5674918446710157,-0.15048519023699777,high,other
3OMCZSG5TbqJBKKRmtJciA,3OMCZSG5TbqJBKKRmtJciA,The Sound Of Muzak,Porcupine Tree,2002,2000,50.0,0.934,0.473,0.244,0.0499,0.0189,0.059,0.5515867237915987,-0.2127693667765984,high,other
1C8QGWHQeHOCte0bB1dCHk,1C8QGWHQeHOCte0bB1dCHk,Amen,Kid Rock,2007,2000,43.0,0.794,0.294,0.701,0.036000000000000004,0.0,0.0338,0.5259293268660501,-0.11743798895893617,high,energetic_somber
6RfDLynqmspMOKA57mXyQI,6RfDLynqmspMOKA57mXyQI,Speak,Godsmack,2007,2000,44.0,0.9,0.521,0.401,2.32e-06,0.000925,0.0415,0.6106871787907098,-0.16170523131569892,high,other
